date_time,executed_price,capital,signal,order_status,order_type,profit_loss%,stop_loss
2020-01-13 23:57:00,8110.34,7680.095586660207,2,LONG,Market,0.0091191426246612,7299.3060000000005
2020-01-19 23:57:00,8701.7,8228.56446052578,-2,SHORT,Market,0.07291432911567217,9571.87
2020-01-22 23:57:00,8682.36,8234.510044448156,2,LONG,Market,0.002222554213544496,7814.124000000001
2020-01-23 23:57:00,8404.52,7958.6497090446765,-2,SHORT,Market,-0.0320005159887404,9244.972
2020-01-26 23:57:00,8615.0,7747.397961563713,2,LONG,Market,-0.025043666979196855,7753.5
2020-02-01 23:57:00,9384.61,8427.880746826713,-2,SHORT,Market,0.0893337202553686,10323.071
2020-02-05 23:57:00,9612.04,8210.994645096964,2,LONG,Market,-0.024234358167254715,8650.836000000001
2020-02-11 23:57:00,10223.08,8720.653318436584,-2,SHORT,Market,0.06357027228351099,11245.387999999999
2020-02-12 23:57:00,10326.46,8619.385496522842,2,LONG,Market,-0.010112412306271613,9293.813999999998
2020-02-15 23:57:00,9904.72,8254.434559935165,-2,SHORT,Market,-0.040840714049151385,10895.192
2020-02-18 23:57:00,10164.71,8025.381418014013,2,LONG,Market,-0.026249101438506065,9148.239
2020-02-20 23:57:00,9596.42,7564.659221495526,-2,SHORT,Market,-0.055908137074249936,10556.062
2020-02-22 23:57:00,9650.86,7510.398307676859,2,LONG,Market,-0.00567294887051635,8685.774000000001
2020-02-25 23:57:00,9315.84,7238.416707596105,-2,SHORT,Market,-0.034714004762269934,10247.424
2020-03-02 23:57:00,8915.24,7538.8256707396395,2,LONG,Market,0.04300202665567467,8023.715999999999
2020-03-07 23:57:00,8886.66,7503.349867740623,-2,SHORT,Market,-0.0032057465643100945,9775.326
2020-03-12 10:45:00,5600.0,10267.14867377179,1,Squared_Off,TP,0.3698419878784605,0.0
2020-03-16 23:57:00,5028.97,10267.14867377179,1,LONG,Market,0.0,4526.073
2020-03-20 08:15:00,6546.9,13350.75490176271,-1,Squared_Off,TP,0.3018371555209117,0.0
2020-03-22 23:57:00,5816.19,13350.75490176271,-1,SHORT,Market,0.0,6397.808999999999
2020-03-23 13:03:00,6478.65,11810.087061999935,1,Squared_Off,SL,-0.11389930521526981,0.0
2020-03-27 23:57:00,6359.11,11810.087061999935,-1,SHORT,Market,0.0,6995.021
2020-03-31 23:57:00,6410.44,11697.042275387073,2,LONG,Market,-0.008071884273113679,5769.396
2020-04-04 23:57:00,6856.99,12494.310395289662,-2,SHORT,Market,0.06965980494318647,7542.689
2020-04-05 23:57:00,6772.78,12629.010290758555,2,LONG,Market,0.012280898761701568,6095.5019999999995
2020-04-10 23:57:00,6858.92,12770.689584042904,-2,SHORT,Market,0.012718558701153786,7544.812
2020-04-12 23:57:00,6903.79,12667.989662052461,2,LONG,Market,-0.006541846238183255,6213.411
2020-04-13 23:57:00,6837.91,12528.1023147462,-2,SHORT,Market,-0.009542584580353706,7521.701
2020-04-14 23:57:00,6868.7,12452.898147914584,2,LONG,Market,-0.004502837855426579,6181.83
2020-04-15 23:57:00,6621.24,11985.575800462255,-2,SHORT,Market,-0.03602719583036092,7283.364
2020-04-16 23:57:00,7101.94,11097.448297433852,2,LONG,Market,-0.07259969431707654,6391.745999999999
2020-04-20 23:57:00,6826.83,10650.916910369297,-2,SHORT,Market,-0.038737302765159895,7509.513
2020-04-22 23:57:00,7125.14,10169.530524276617,2,LONG,Market,-0.04369670842836286,6412.626
2020-04-30 03:54:00,9287.17,13240.086483362636,-1,Squared_Off,TP,0.30343684474971716,0.0
2020-05-04 23:57:00,8871.96,13240.086483362636,-1,SHORT,Market,0.0,9759.155999999999
2020-05-05 23:57:00,9021.83,12996.567572346697,2,LONG,Market,-0.016892546855486367,8119.647
2020-05-09 23:57:00,9539.4,13722.667958142887,-2,SHORT,Market,0.05736862698587756,10493.34
